HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.answerA,Answer.answerB,Answer.answerC,Answer.answerD,Answer.answerE,Answer.answerF,Answer.image.label,Answer.question,Approve,Reject
3GMLHYZ0LDWROUK356ME77QBBFQUY0,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:19 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:19 PDT 2020,,,3NC5L260MOLTXIH5UWNI80NSLH7OFP,A1U1NHFXREYH5X,Approved,Fri Sep 18 20:20:10 PDT 2020,Fri Sep 18 20:39:44 PDT 2020,Sat Sep 19 20:39:44 PDT 2020,Sat Sep 19 07:00:40 PDT 2020,,,1174,100% (5/5),100% (5/5),100% (5/5),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_44_08.png,Clopidogrel,Intravenous hydralazine,Intravenous labetalol,Intravenous nitroprusside,Unfractionated heparin,Intravenous labetalol,C,"A 66-year old retired police officer is brought to the emergency department due to abrupt-onset sharp anterior chest pain. The pain started approximately 2 hours ago while he was working on his car in the garage. The patient describes the pain, which radiates to his neck and lower jaw, as ""the worst pain of my life."" He also has epigastric discomfort. Medical problems include hypertension, hyperlipidemia, and benign prostatic hyperplasia. Medications include hydrochlorothiazide, losartan, tamsulosin, atorvastatin, and daily aspirin. The patient has a 30-pack-year smoking history but quit approximately 5 years ago. He is physically active and jogs 2-3 miles on most days.
 
 Temperature is 37.2 C (99 F), blood pressure is 201/104 mm Hg in the right upper arm and 198/94 mm Hg in the left upper arm, pulse is 90/min, and respirations are 22/min. Pulse oximetry is 95% on room air. The patient appears very uncomfortable due to pain. There is a faint early diastolic murmur at the left sternal border and an S4 at the apex. The lungs are clear to auscultation. Mild epigastric tenderness is present on deep palpation without rebound. There is no peripheral edema, and lower extremity pulses are symmetric. 
 
 ECG shows high-voltage QRS complexes in the precordial leads and nonspecific ST-segment and T-wave changes.
 
 Which of the following is the most appropriate initial treatment for this patient?",,
3H781YYV6SHEICON50KAV8CTAPGETG,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:30 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:30 PDT 2020,,,3U84XHCDICCVY6YNCO2GXUX5GXX4ZJ,A3CWDNKSA1CJZJ,Approved,Sat Sep 19 08:24:44 PDT 2020,Sat Sep 19 08:54:55 PDT 2020,Sun Sep 20 08:54:55 PDT 2020,Sat Sep 19 16:40:59 PDT 2020,,,1811,100% (13/13),100% (13/13),100% (13/13),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-22_04_24.png,Antibiotic prophylaxis prior to dental work,Anticoagulation with warfarin,Cardiac catheterization,Mitral valve replacement,Repeat echocardiogram in 6 months,,E,"A43-year-old woman is being evaluated for a heart murmur. She is physically active and takes a yoga class three times a week without difficulty. She exercises on a treadmill twice per week. She denies any chest pain or pressure, palpitations, and shortness of breath.
 
 She had arthroscopic knee surgery two years ago after sustaining a knee injury while running. Otherwise, her past medical history is unremarkable.
 
 Her blood pressure is 122/78 mm Hg and pulse is 67 /min. Her BMI is 25 kg/m2. There is a blowing 3/6 holosystolic murmur heard best at the apex. Lungs are clear on auscultation. Her physical examination is otherwise unremarkable.
 
 EKG shows normal sinus rhythm with non-specific ST segment and T wave changes. Echocardiogram shows normal left ventricular size and function, an ejection fraction of 65%, and posterior mitral leaflet prolapse with severe eccentric mitral regurgitation. Left atrial size is moderately increased. Pulmonary artery systolic pressure is estimated at 25 mm Hg.
 
 Which of the following is the best recommendation for this patient?",,
338431Z1FKENEOOKVPIB055PQ6UROP,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:30 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:30 PDT 2020,,,3W92K5RLWUGWL5XDPWWNHGQNSN4V57,A3QD4AFVOB61T5,Approved,Sun Sep 20 10:18:37 PDT 2020,Sun Sep 20 10:32:27 PDT 2020,Mon Sep 21 10:32:27 PDT 2020,Sun Sep 20 12:55:06 PDT 2020,,,830,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-20-00_26_24.png,"Arthritis 
 
 (sorry please ignore below, cannot backspace)
 (42%)",Dilated Cardiomyopathy,Lower extremity paraplegia,Tonic-clonic seizures,Vision loss,(there is no Choice F),A,"A 27- year-old woman comes to the emergency department after waking with new left-side facial weakness. She has also had headaches over the last 10 days that are throbbing, 4 of 10 in intensity, located ""all over"" her head, and associated with photophobia but no nausea. She has had no double vision, limb weakness, numbness, difficulty swallowing, or recent head trauma, but she does note some malaise and mild neck stiffness.
 
 The patient has a history of migraines but says her current headaches are different in quality and more persistent. She has seasonal allergies and takes over-the-counter antihistamines as needed. She traveled to India 4 months ago and is currently living with her grandparents in Connecticut for the summer. She is single and does not use tobacco, alcohol, or illicit drugs.
 
 Temperature is 37 C (98.6 F), blood pressure is 130/80 mm Hg, pulse is 80/min and regular, and respirations are 15/min. BMI us 30 kg/m2. Micous membranes are dry. Neurologic examination shows slight nuchal rigidity and photophobia. Cranial nerve testing reveals a decreased corneal reflex on the left as well as upper and lower left-side facial weakness. The remainder of the physical examination is unremarkable. 
 
 Which of the following is the most likely complication if this patient's condition is left untreated?
 
 (ignore below this point. Couldn't backspace)
 00 c=x f iNc ethe dfa he",,
3XD2A6FGFMTW8GKR8PZYTPFWH9M9SC,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:30 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:30 PDT 2020,,,304SM51WA33IITXIWBIV9F683B4BSJ,A26ZA5ZY0G5AGI,Approved,Sat Sep 19 10:06:11 PDT 2020,Sat Sep 19 10:36:44 PDT 2020,Sun Sep 20 10:36:44 PDT 2020,Sat Sep 19 16:41:05 PDT 2020,,,1833,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-21_41_05.png,Continue current medications with careful outpatient follow-up(3%),Decrease the dose of ramipril(0%),Stop ramipril and start allskiren(25%),Stop ramipril and start enalapril(0%),Stop ramipril and start losartan(69%),dont given choice for F,E,"A 67-year old woman comes to the emergency department with swelling of her right eyelid and lips.The swelling started an hour earlier and increased slowly until she became alarmed.She reports no trouble breathing and has had no abdominal pain.There is no associated itching or rash.Her past medical history includes congestive heart failure due to nonischemic cardiomyopathy,hypertension,hyperlipidemia,and osteoporosis.The patient's last left ventricular ejection fraction was 38%.She is able to walk 3-4 blocks without shortness of breath.Her current meditations include furosemide,ramipril,simvastatin,andmetoprolol succinate.thThere is no family history of similar occurrences.
 
 The patient's blood pressure is 130/80 mm Hg,pulse is 72/min,and respirations are 14/min.Pulse oximetry is 98% on room air. There is non-pitting edema of her right eyelid and upper and lower lips.Cardiac examination reveals a 2/6 holosystolic murmuur at the apex.There is no stridor and lung examination is normal.The remainder of the examination is within normal limits. 
 
 After observation and recovery,which of the following would be the best therapeutic option for this patient?",,
391JB9X4ZX7DRHQDSPU17PU608KMKZ,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Thu Sep 10 20:03:57 PDT 2020,5,BatchId:4181336;OriginalHitTemplateId:928390828;,2400,86400,Sun Sep 13 20:03:57 PDT 2020,,,3G0WWMR1UVJ86M727XYZ5AR11J0NQB,A2MD733TMV4A85,Approved,Thu Sep 10 21:48:27 PDT 2020,Thu Sep 10 21:54:37 PDT 2020,Fri Sep 11 21:54:37 PDT 2020,Fri Sep 11 07:01:09 PDT 2020,,,370,100% (12/12),100% (12/12),100% (12/12),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-09-21_51_30.png,Admit for 48-hour telemetry monitoring,Reassure and advise primary care provider follow-up,Recommend 48-hour ambulatory ECG monitoring,Obtain brain imaging and electroecephalography,Perform tilt-table testing,,B,"A 72-year-old man comes to the emergency department after a brief episode of loss of consciousness. The patient was waiting in line to purchase a movie ticket when he felt warmth and nausea and started sweating. He then collapsed to the ground and was unconscious for 1 to 2 minutes. According to his wife, who witnessed the episode, he had 2 or 3 jerking movements of his arms. He had no tongue biting or urinary incontinence. 
 
 The patient was briefly hospitalized after a similar episode 1 year ago and work-up including blood tests, ECG, and telemetry were normal. His medical problems include hypertension, hyperlipidemia, diet-controlled type 2 diabetes mellitus, and diverticulosis. 
 
 Blood pressure is 130/84 mm Hg and pulse is 72/min with no orthostatic changes. The patient is alert and interactive. There are no cardiac murmurs or focal neurologic findings. 
 
 ECG shows sinus rhythm with normal intervals. Blood cell counts, serum chemistry studies, and initial cardiac troponin I level are within normal limits. 
 
 Which of the following is the best next step in management of this patient?",,
3XBYQ44Z6O38ZCAEQ0EGHEJTHJAWTJ,3AJI21MF7BNJSCWRZMKEORZ76D3QM2,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.1,Mon Sep 07 11:48:57 PDT 2020,5,BatchId:4176936;OriginalHitTemplateId:928390828;,2400,86400,Thu Sep 10 11:48:57 PDT 2020,,,3QEMNNSB2XYPESBAM4BQ9EYCHYMD7I,A37L5E8MHHQGZM,Submitted,Mon Sep 07 12:30:15 PDT 2020,Mon Sep 07 12:49:50 PDT 2020,Tue Sep 08 12:49:50 PDT 2020,,,,1175,100% (2/2),100% (2/2),100% (2/2),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-07-11_22_38.png,Increase dietary intake of frevonaids,Initiate a low-carbohydrate weight loss dry,Initiate a regular aerobic exercise program,Initiate the low-sodium Dietary Approaches to Stop Hypertension (DASH) diet,Reduce alcohol intake to 0 or 1 alcoholic beverages a day,Nothing,D,"A 62-year-old woman comes to the office to follow up hypertension. She has no history of heart disease or stroke and is not currently taking any medications. The patient has a sedentary lifestyle, is a lifetime nonsmoker, and drinks 2 or 3 glasses of wine each evening. She typically salts her food before tasting it, and her diet is high in snacks, processed meats, and saturated fat, and low in fruits and vegetables. 
 
 Recent blood pressures are 145-155/88-95 mm Hg. BMI is 28 kg/mÂ². 
 
 Laboratory results are as follows:
 
 Glucose 100 mg/dL
 Triglycerides 160 mg/dL
 HDL 44 mg/dL
 
 The patient previously had a ""bad reaction to many different blood pressure pills"" and would like to lower her blood pressure through healthier lifestyle habits rather than medication. Which of the following would most likely result in the greatest decrease in this patient's blood pressure?",,
3QD8LUVX4WXL3A4EZ9S4GHRMAM9X59,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Thu Sep 10 20:03:57 PDT 2020,5,BatchId:4181336;OriginalHitTemplateId:928390828;,2400,86400,Sun Sep 13 20:03:57 PDT 2020,,,3BC8WZX3V3VTXLEUDJ4GJK6GY2ARRN,A27Y0FFSSY10RR,Approved,Thu Sep 10 20:18:03 PDT 2020,Thu Sep 10 20:26:47 PDT 2020,Fri Sep 11 20:26:47 PDT 2020,Fri Sep 11 07:01:15 PDT 2020,,,524,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-09-21_56_52.png,Anticoagulation with rivaroxaban (2%),Anticoagulation with warfarin (52%),Low-dose aspirin (3%),Risk assessment using CHA2DS2VASc Score (33%),Transesophageal echocardiography (7%),No option,B,"A 42-year-old woman is evaluated for palpitations. She describes them as an occasional ""fluttering in the chest"" that is sometimes precipitated by emotion. Her lifestyle is sedentary, but she has had no shortness of breath, cough, or lower extremity swelling and no history of bleeding. The patient emigrated from Mexico when she was 6 years old. She is a lifetime nonsmoker and does not drink alcohol.
 Blood pressure is 135/85 mm Hg. ECG shows a normal sinus rhythm with a heart rate of 65/min.
 Resting transthoracic echocardiogram shows moderate left atrial dilation, mitral stenosis with a valve area of 1.5 cm^2, pliable leaflets with minimal calcification, mild mitral regurgitation, normal right ventricle size, and an estimated pulmonary artery systolic pressure of 25 mm Hg. Two episodes of atrial fibrillation lasting 20 minutes each are seen on 24-hour Holter monitoring.
 What is the best next step in management of this patient?",,
3CIS7GGG64ITIP3C55AK04YVTXRUEF,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Thu Sep 10 20:03:57 PDT 2020,5,BatchId:4181336;OriginalHitTemplateId:928390828;,2400,86400,Sun Sep 13 20:03:57 PDT 2020,,,37Q970SNZE7H5VFQUEP633TZG7JS12,A3I6PK3F6SFS5M,Approved,Fri Sep 11 01:06:17 PDT 2020,Fri Sep 11 01:15:29 PDT 2020,Sat Sep 12 01:15:29 PDT 2020,Fri Sep 11 07:01:11 PDT 2020,,,552,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-09-21_53_16.png,A. Add an antioxidant vitamin supplement to reduce the risk of coronary events (0%),B. Eliminate alcohol intake to reduce the risk of heart failure (8%),C. Initiate a low-carbohydrate diet to facilitate weight loss (24%),D. Initiate a Mediterranean-style diet to reduce the risk of cardiovascular mortality (62%),"E. Restrict sodium intake to 1,500 mg/day to reduce the risk of stroke (3%)",,D,"A 49-year-old woman comes to the office to discuss her risk of heart disease. Her husband recently died of an acute myocardial infarction, and she says, ""I need to take care of myself so I can be there for my kids."" The patient's medical history is unremarkable and she takes no medications. Her mother died of dementia at age 76, and her father died of chronic obstructive pulmonary disease at age 68. She has a 30-pack- year smoking history but quit after her husbandâ€™s heart attack, and she drinks a can of beer every day. The patient has a sedentary occupation and does not engage in regular exercise.
 
 Blood pressure is 129/79 mm Hg and pulse is 80/min. BMI is 32 kg/m2. Physical examination shows central obesity but is otherwise unremarkable.
 
 Laboratory results are as follows:
 
 Fasting lipid panel 
 Total cholesterol 196 mg/dL
 HDL  42 mg/dL
 LDL (calculated) 121 mg/dL
 Triglycerides  166 mg/dL
 Glucose  108 mg/dL
 
 
 In addition to providing guidance on increasing physical activity, which of the following is the most appropriate recommendation to reduce the risk of cardiovascular disease in this patient?",,
3TFJJUELSGO51FAWQUUJ4X30P0QC2T,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:30 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:30 PDT 2020,,,323Q6SJS8IFJ51VIQJSSORQR9XVFHY,AF1M43ALWWKIT,Approved,Sat Sep 19 08:55:02 PDT 2020,Sat Sep 19 09:22:18 PDT 2020,Sun Sep 20 09:22:18 PDT 2020,Sat Sep 19 16:41:03 PDT 2020,,,1636,100% (2/2),100% (2/2),100% (2/2),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_39_37.png,"A. Atrial septal defect
 B. Bicuspid aortic valve 
 C. Pulmonic stenosis
 D. Right ventricular dysplasia
 E. Wolff-Parkinson-White syndrome",Bicuspid aortic valve,Pulmonic stenosis,Right ventricular dysplasia,Wolff-Parkinson-White syndrome,Atrial septal defect,F,"A 32-years-old paramedic comes to the office for a routine health maintenance examination. He has had headaches for the past several months as well as episodes of nosebleeds. He has no other medical problems. The patient does not use tobacco or illicit drugs but drinks 1 or 2 cans of beer daily. He has no family history of heart failure or sudden death.
 
 Temperature is 36.1 C (97 F): blood pressure is 188/96 mm Hg in the right arm,184/94 mm Hg in the left arm, and 114/76 mm Hg in the right leg; pulse is 68/min, and respirations are 14/min .Height is 180 cm(5 ft 11 in). Examination reveals no audible carotid bruits. There is a 2/6 mid-
 systolic murmur heard at the left sternal border as well as a continuous ""rumbling"" sound heard in the back over the interscapular area.
 
 Diagnostic testing is most likely to demonstrate which of the following findings?",,
3DTJ4WT8BCEA4OXMBS9SHWDAVL1EZV,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:18 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:18 PDT 2020,,,3KMS4QQVK2PA7RWQW4VP1J6J1D5FK6,A1D6CUN4HL57KY,Approved,Fri Sep 18 21:24:26 PDT 2020,Fri Sep 18 21:45:32 PDT 2020,Sat Sep 19 21:45:32 PDT 2020,Sat Sep 19 07:00:38 PDT 2020,,,1266,100% (67/67),100% (67/67),100% (52/52),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_22_32.png,Order pharmacologic stress testing (11%),Proceed directly with surgical repair of hip fracture (78%),Repeat transthoracic echocardiogram (3%),Start ACE inhibitor therapy (1%),Start beta blocker therapy (5%),,B,"A 78-year-old woman is brought to the emergency department with left hip pain after a mechanical fall at home. Her medical history includes knee osteoarthritis, hypertension, hyperiipidemia, and a myocardial infarction requiring bare-metal stent placement 14 months earlier. Her medications include acetaminophen, low-dose aspirin, and simvastatin. She had previously been prescribed a beta blocker but stopped taking it a couple months ago due to fatigue. At baseline, she is able to eat, dress, and use the bathroom without assistance. The patient is able to walk up only half a flight of stairs before stopping due to knee pain. She has no chest pain, shortness of breath, or palpitations. She is a lifetime nonsmoker. The patient appears comfortable after intravenous morphine injection. Blood pressure is 154/80 mm Hg and pulse is 64/min. Oxygen saturation is 96% on room air. Physical examination shows an externally rotated and shortened left leg. No murmurs are heard on cardiac auscultation. Lungs are clear to auscultation. Laboratory results are as follows: Hemoglobin 11.5 g/dL Creatinine 1.4 mg/dL Glucose 110 mg/dL ECG demonstrates normal sinus rhythm with Q waves in the inferior leads. X-ray of the left hip and pelvis demonstrates a displaced Intertrochanteric fracture. Transthoracic echocardiogram obtained 6 months earlier reveals inferior wall hypokinesis, a left ventricular ejection fraction of 50%, evidence of mild diastolic dysfunction, and no major valvular abnormalities. Which of the following is the most appropriate next step in management of this patient?",,
3T8DUCXY0M5XNGX6XP4O3UBIJS09T1,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:31 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:31 PDT 2020,,,32SVAV9L3F89F27B0IHY6WEQTC1A3A,A3T09TFIUMF5A7,Approved,Sat Sep 19 08:59:32 PDT 2020,Sat Sep 19 09:17:09 PDT 2020,Sun Sep 20 09:17:09 PDT 2020,Sat Sep 19 16:41:02 PDT 2020,,,1057,100% (3/3),100% (3/3),100% (3/3),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_40_01%20(1).png,Cilostazol,Pentoxifylline,Revascularization therapy,Verapamil,Warfarin,,A,"A 69-year-old woman comes to the physician with right calf pain when walking. The pain has ben present for several months but is now starting to limit her daily walks and shopping. It is described as deep ache or cramps. The pain initially occurred after the patient walked 6 blocks, but now occurs after 2 blocks. It dissipates rapidly with rest. She has no chest pain or leg edema. The patient has a history oh hypertension, hyperlipidemia, diet-controlled type 2 diabetes mellitus, and cigarette use. She has reduced her smoking to about 10 cigarettes a day. Her medications include simvastatin, ramipril, aspirin, calcium, and vitamin D.
 
 The patient's blood pressure is 128/77 mm Hg and pulse is 72/min. Cardiac, lung, and abdominal examinations are unremarkable. Her femoral pulses are 2+ and symmetrical. Popliteal and dorsalis pedis pulses on the right feel diminished relative to the left. Her ankle-brachial index is 0.7 on the right and 0.9 on the left. 
 
 Electrocardiogram shows normal sinus rhythm and non-specific ST-segment and T-wave changes. 
 
 After smoking cessation, aggressive risk factor modification, and a supervised incremental walking program, which of the following would be the best next step in management if life-style-limiting claudication persists?",,
3087LXLJ6LF58HRS29G6TFVOPFXF0M,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:18 PDT 2020,6,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:18 PDT 2020,,,3R5F3LQFV2JZ2Z85V8HPBS3AXN9OZN,A1D6CUN4HL57KY,Approved,Fri Sep 18 21:33:26 PDT 2020,Fri Sep 18 22:04:34 PDT 2020,Sat Sep 19 22:04:34 PDT 2020,Sat Sep 19 06:52:57 PDT 2020,,,1868,100% (67/67),100% (67/67),100% (52/52),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_24_36.png,Central sleep apnea (84%),Hyponatremia (4%),Metabolic acidosis (5%),Neuromuscular disease (0%),Obstructive lung disease (5%),,A,"A 75-year-old man with ischemic cardiomyopathy is hospitalized with acute decompensated heart failure. His left ventricular ejection fraction is 10% and he has not been compliant with his medications. His blood pressure is 134/78 mm Hg. pulse is 68/min, respirations are 20/mln, and oxygen saturation is 96% on 2-liters 02 by nasal cannula. His BMI is 24 kg/m2. The patient's symptoms improve with intravenous furosemide therapy and he appears comfortable at rest on supplemental oxygen. During the night, the nurse notes frequent episodes of desaturation accompanied by short runs of nonsustained ventricular tachycardia. Which of the following is the most likely diagnosis?",,
33W1NHWFYGKCT7FJ1NYNGIDBYVNZT5,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:20 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:20 PDT 2020,,,33L7PJKHCGX0VVCQIZ3BSICTXLC8TF,A1F5K4Q60SSIDP,Approved,Fri Sep 18 20:22:35 PDT 2020,Fri Sep 18 20:58:20 PDT 2020,Sat Sep 19 20:58:20 PDT 2020,Sat Sep 19 06:53:00 PDT 2020,,,2145,100% (1/1),100% (1/1),100% (1/1),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_48_20.png,Cleft palate,Epicanthic folds,Short forearms and thumbs,Short stature,Spina bifida,,D,"A 30 -year-old woman comes to the physician complaining of headaches,blurry vision , and fatique.She can walk only3-4 blocks before becoming tired and developing cramps in her legs. She does not use alcohol or tobacco.
 
 Her blood pressure is 188/105 mm Hg and plus is 78/min. Funduscopic examination reveals retinal hermorrhages. A continuous murmur is heard at the left and right sides of the anterior chest. Lungs are clear. No abdominal masses are palpated. Femoral pulses are faint bilaterally.
 
 Laboratory results are as follows:
 
  Hematocrit 42%
  
  Platelets 250,000/
 
  Creatinine 1.1 mg/dL
 
 Which of the following is the mostly likely associated feature in this patient?",,
302OLP89DY6U6I5039NYAFMY1OHCAZ,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:19 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:19 PDT 2020,,,3Y5140Z9DXFVS9VWA46I0X5ABFDPII,A2I0M1XXACA4WE,Approved,Fri Sep 18 23:33:53 PDT 2020,Fri Sep 18 23:46:03 PDT 2020,Sat Sep 19 23:46:03 PDT 2020,Sat Sep 19 06:52:56 PDT 2020,,,730,100% (24/24),100% (24/24),100% (20/20),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_35_00.png,A. Discontinue aspirin and clopidogrel (0%),B. Increase aspirin to higher dose (54%),C. Start heparin infusion (2%),D. Treat with ibuprofen (27%),E. Treat with low-dose prednisone (15%),Not Available,B,"A 64-year-old man hospitalized with acute myocardial infarction 3 days ago has chest pain that is worse on deep inspiration and radiates to the trapezius ridge. He underwent cardiac catheterization on admission and was found to have occlusion of the distal left anterior descending artery that could not be revascularized. He was treated with low-dose aspirin, clopidogrel, atorvastatin, metoprolol, and valsartan. 
 
 Physical examination shows a friction rub at the lower left sternal border.
 
 Echocardiogram shows apical hypokinesis, left ventricular ejection fraction of 50%, and trivial pericardial effusion.
 
 Which of the following is the best management for this patient?",,
3GITHABACXKOSJ7NFK3XK8XCO49N2R,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:30 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:30 PDT 2020,,,3RYC5T2D73S8L8YF0R0REP61YHVPRX,A26BHQZCY7GRNP,Approved,Sun Sep 20 10:34:58 PDT 2020,Sun Sep 20 10:37:20 PDT 2020,Mon Sep 21 10:37:20 PDT 2020,Sun Sep 20 12:55:06 PDT 2020,,,142,100% (33/33),100% (33/33),100% (19/19),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-20-00_26_38.png,Check wound swab cultures,Order bone biopsy with localized debridement,Order MRI,Order triple-pnase bone scan,Start empiric antimicrobial therapy,,B,"A 64-year-old man with a history of type 2 diabetes mellitus comes to the physician with 3 weeks of left foot pain. He reports recent difficulty with ambulation that requires a cane. He has no fevers, chills, nausea, vomiting, malaise, or fatigue. The patient has a history of hypertension and poorly controlled diabetes mellitus complicated by mild renal disease and neuropathy. His current medications include insulin, lisinopril, metoprolol, and gabapentin.
 
 His temperature is 37.1 C (98.8 F), blood pressure is 124/84 mm Hg, pulse is 90/min, and respirations are 18/min. Examination of the lower extremities snows decreased sensation to fine touch bilaterally extending to the knees. There is a 2x2 cm ulcerated lesion at the base of the left first metatarsal. The borders are clean without erythema. There is scant and foul-smelling purulent drainage at the base with poor granulation tissue and visualized bone.
 
 An x-ray of the foot reveals cortical erosion with elevated periosteum.
 
 Which of the following is the best next step in management of this patient?",,
